MES,MES ADELANTO,GRUPO DE ENTREGA,MARCA,TIPO DE LINEA,TIPO DE MATERIAL,REFERENCIA,DESC. ITEM,TIPO DE ABASTECIMIENTO
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,X14169902,CHALECO MS CON BOTONES EXPUESTOS DIAGON,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,X14170902,CHALECO MS FORRADO CON CORTES,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X14186802,CHALECO MS CON BOTONES Y CORTES EN FREN,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X14188902,CHALECO MS CON BOTONES METALICOS,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,X14194902,CHALECO MS TELA EFECTO TEJIDO CON BOTON,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X14196902,CHALECO MS CON BOTONES CROP,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,X14197802,CHALECO MS A RAYAS CON IMITACION RIBETE,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,X14199802,CHALECO MS CON BOTONES EN FRENTE ESCOTE,
004 - ABRIL                                   , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,X14205902,CHALECO MS CON AMARRE EN FRENTE,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X14338901,CHAQUETA ML CON BOLSILLOS Y BOTONES,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,X14339901,CHAQUETA ML LAV CLARO EN TELA TEXTURIZA,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,X14341801,CHAQUETA ML LAV MEDIO OSCURO CUELLO EN,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X14343801,SOBREBLUSA  ML CON BOLSILLOS EN FRENTE,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,X14349901,CHAQUETA M/L EN DRIL CON CUELLO EN CORD,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,X14351801,SOBRECAMISA  LAV MEDIO OSCURO,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,X14353901,CHAQUETA M/LARGA LAV OSCURO CUELLO CORD,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X14354801,CHAQUETA ML CON RECTILINEO Y ESTRELLA E,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,X14355801,CHAQUETA ML LAV MEDIO  APLIQUE EN PIEDR,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,X14356901,CHAQUETA ML COLOR CON TEXTURA LASER,
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,X14360901,CHAQUETA  ML BLANCA EN TELA TOSCANA,
002 - FEBRERO                                 , ,,001 - STOP                                    ,005 - ESENCIAL                                ,005 - DENIM                                   ,X15001865,LIPOJEAN PREMIUM T/ALTO COLOR BASICO,
009 - SEPTIEMBRE                              , ,047 - 4DIC3                                   ,001 - STOP                                    ,005 - ESENCIAL                                ,005 - DENIM                                   ,X15001904,BERMUDA T/ALTO COLOR ESENCIALES,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
010 - OCTUBRE                                 , ,,001 - STOP                                    ,005 - ESENCIAL                                ,005 - DENIM                                   ,X15001908,RETROJEAN DESCADERADO ESENCIALES,
012 - DICIEMBRE                               , ,045 - 4DIC1                                   ,001 - STOP                                    ,005 - ESENCIAL                                ,005 - DENIM                                   ,X15001921,TEJANO T/ALTO ESENCIALES BOTA ANCHA,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
002 - FEBRERO                                 , ,002 - 1ENE2                                   ,001 - STOP                                    ,004 - ESENCIAL MODA                           ,001 - TEJIDO PUNTO                            ,X15001950,CAMISETA PREMIUM ML ESENCIALES,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
003 - MARZO                                   , ,038 - 4OCT2                                   ,001 - STOP                                    ,004 - ESENCIAL MODA                           ,001 - TEJIDO PUNTO                            ,X15001953,BODY PREMIUM ML SILUETA AJUSTADA ESENCI,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
012 - DICIEMBRE                               , ,,001 - STOP                                    ,004 - ESENCIAL MODA                           ,001 - TEJIDO PUNTO                            ,X15001957,BLUSA MS CON ESCOTE EN V ESENCIALES,
003 - MARZO                                   , ,,001 - STOP                                    ,005 - ESENCIAL                                ,001 - TEJIDO PUNTO                            ,X15001970,CAMISETA MS BASICO EN RIB CROP TOP NEWY,
012 - DICIEMBRE                               , ,003 - 1ENE3                                   ,001 - STOP                                    ,004 - ESENCIAL MODA                           ,005 - DENIM                                   ,X15001994,EJECUTIVO T/ALTO  BASICO BOTA TUBO ESEN,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,005 - ESENCIAL                                ,005 - DENIM                                   ,X15001996,VAQUERO DESCADERADO T/BAJO BOTA RECTA E,
001 - ENERO                                   , ,040 - 4OCT4                                   ,001 - STOP                                    ,005 - ESENCIAL                                ,005 - DENIM                                   ,X15002842,LEVANTACOLA T/ALTO BOTA TUBO ESENCIALES,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
