MES,MES ADELANTO,GRUPO DE ENTREGA,MARCA,TIPO DE LINEA,LINEA,TIPO DE MATERIAL,REFERENCIA,DESC. ITEM,TIPO DE ABASTECIMIENTO,PRIORIDAD
DICIEMBRE, ,039 - 4OCT3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30068122,MOM JEAN TIRO ALTO TEEN CON ROTOS,,Normal
DICIEMBRE, ,039 - 4OCT3                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,30068223,FALDA TIRO ALTO TP LAV CLARO,,Normal
NOVIEMBRE, ,039 - 4OCT3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30068234,PANTALON CARGO TIRO ALTO TP CON AJUSTE,,Normal
NOVIEMBRE, ,039 - 4OCT3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30068237,CRAZY PREMIUM T/ALTO TP LAV MEDIO CON A,,Normal
DICIEMBRE, ,039 - 4OCT3                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,30068247,FALDA SHORT TIRO ALTO LAV MEDIO,,Normal
NOVIEMBRE, ,039 - 4OCT3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30069234,PANTALON CARGO TIRO ALTO TP,,Normal
DICIEMBRE, ,039 - 4OCT3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30069237,CRAZY PREMIUM TIRO ALTO TP  LAV MEDIO,,Normal
SEPTIEMBRE, ,039 - 4OCT3                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,30069247,FALDA SHORT TIRO ALTO TP LAV MEDIO OSCU,,Normal
MARZO, ,039 - 4OCT3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30069722,MOM JEAN TIRO ALTO TEEN PLUS COLOR,,Normal
NOVIEMBRE, ,039 - 4OCT3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30070134,PANTALON CARGO TIRO ALTO TEEN LAVADO CL,,Normal
DICIEMBRE, ,039 - 4OCT3                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,30070223,FALDA TIRO MEDIO TP LAV MEDIO OSCURO,,Normal
JUNIO, ,039 - 4OCT3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30070237,CRAZY PREMIUM TIRO ALTO TP CON FILETE E,,Normal
MARZO, ,039 - 4OCT3                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,30070247,FALDA SHORT TIRO ALTO TP LAV MEDIO,,Normal
DICIEMBRE, ,039 - 4OCT3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30071134,PANTALON CARGO TIRO ALTO TEEN,,Normal
NOVIEMBRE, ,039 - 4OCT3                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,30071223,FALDA PREMIUM TIRO ALTO TP LAV MEDIO CO,,Normal
NOVIEMBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MY0004680,TOP MANGA LARGA FAJON,,Normal
NOVIEMBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MY0004706,M,,Normal
OCTUBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30071237,CRAZY  PREMIUM T/ALTO TP LAV MEDIO OSCU,,Normal
OCTUBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,30071247,FALDA SHORT TIRO ALTO TP LAV CLARO,,Normal
ABRIL, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30072222,MOM JEAN T/ALTO TP LAV CLARO BALLOON,,Normal
DICIEMBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,30072223,FALDA TIRO ALTO TP LV MEDIO CON APLIQUE,,Normal
DICIEMBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30072234,PANTALON CARGO TIRO ALTO TP,,Normal
NOVIEMBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30072237,CRAZY PREMIUM TIRO ALTO TP LAV MEDIO OS,,Normal
OCTUBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,30072247,FALDA SHORT TIRO ALTO TP LAV MEDIO OSCU,,Normal
NOVIEMBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,008 - PANTALONES                              ,005 - DENIM                                   ,30072256,RETROMOM  TIRO ALTO TP LAV MEDIO BOTA A,,Normal
MAYO, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30073222,MOM JEAN T/ALTO LAVADO CLARO BOTA AJUST,,Normal
DICIEMBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,30073223,FALDA TIRO ALTO TP LAV COLOR NEGRO,,Normal
JULIO, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30073234,PANTALON CARGO TIRO ALTO TP LAV COLOR,,Normal
DICIEMBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30073237,CRAZY PREMIUM TIRO ALTO TP LAV MEDIO,,Normal
NOVIEMBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,30073247,FALDA SHORT TIRO ALTO TP LAV CLARO,,Normal
OCTUBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,30073256,RETROMOM T/ALTO TP SINTETICO NEGRO BOTA,,Normal
DICIEMBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,30074223,FALDA TIRO MEDIO TP LAV MEDIO,,Normal
DICIEMBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30074234,PANTALON CARGO TIRO ALTO TP LAV COLOR,,Normal
DICIEMBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,30074247,FALDA SHORT TIRO ALTO LAV COLOR,,Normal
JULIO, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30074722,MOM JEAN TIRO ALTO TP LAV CLARO COVERTI,,Normal
DICIEMBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30075134,PANTALON CARGO TIRO ALTO TEEN  LAV MEDI,,Normal
DICIEMBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,30075223,FALDA TIRO MEDIO TP LAV MEDIO,,Normal
DICIEMBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,30075247,FALDA SHORT TIRO ALTO TP LAV CLARO,,Normal
SEPTIEMBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30075722,MOM JEAN TIRO ALTO TEEN PLUS LAV CLARO,,Normal
SEPTIEMBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,30076122,MOM JEAN TIRO ALTO TEEN LAV MEDIO,,Normal
